codigo,nombre,precio,laboratorio
305121,HLA-DQ TIPIFICACIÓN (BIOLOGÍA MOLECULAR),113327,imalab
305122,HLA-DR TIPIFICACIÓN  (BIOLOGÍA MOLECULAR),186464,imalab
302086,HOMOCISTEÍNA,42402,imalab
303058,HORMONA ANTIMULLERIANA,32799,imalab
303007,HORMONA DE CRECIMIENTO (HGH),11616,imalab
303015,HORMONA FOLICULO ESTIMULANTE (FSH),6200,imalab
303016,HORMONA LUTEINIZANTE (LH),6213,imalab
302097,"HORMONA TIROESTIMULANTE, NEONATAL EN GSS",15864,imalab
306111,HTLV I Y II DETERMINACIÓN DE ANTICUERPOS VIRALES,54237,imalab
301051,IDENTIFICACION DE ANTICUERPOS IRREGULARES,5664,imalab
306043,IDENTIFICACION DE ARTROPODOS MACRO Y MICRO,3595,imalab
306050,IDENTIFICACION DE PARASITOS MICROSCOPICOS,3368,imalab
305026,IGA SECRETORA,7216,imalab
305029,IGE ESPECIFICA ACAROS,12800,imalab
305029,IGE ESPECIFICA ACEDERA,12800,imalab
305029,IGE ESPECIFICA ALAMO,12800,imalab
305029,IGE ESPECIFICA ALFA LACTOALBUMINA,12800,imalab
305029,IGE ESPECIFICA ALMENDRA,12800,imalab
305029,IGE ESPECIFICA ALTERNARIA,12800,imalab
305029,IGE ESPECIFICA AMOXICILINA,12800,imalab
305029,IGE ESPECIFICA ARBOLES,12800,imalab
305029,IGE ESPECIFICA ASPERGILLUS FLAVUS,12800,imalab
305029,IGE ESPECIFICA ASPERGILLUS FUMIGATUS,12800,imalab
305029,IGE ESPECIFICA ATUN,12800,imalab
305029,IGE ESPECIFICA AVELLANA,12800,imalab
305029,IGE ESPECIFICA AVENA,12800,imalab
305029,IGE ESPECIFICA BETA LACTOGLOBULINA,12800,imalab
305029,IGE ESPECIFICA CACAO,12800,imalab
305029,IGE ESPECIFICA CACAO,12800,imalab
305029,IGE ESPECIFICA CANDIDA ALBICANS,12800,imalab
305029,IGE ESPECIFICA CARNE DE CERDO,12800,imalab
305029,IGE ESPECIFICA CARNE DE PAVO,12800,imalab
305029,IGE ESPECIFICA CARNE DE VACUNO,12800,imalab
305029,IGE ESPECIFICA CASEINA,12800,imalab
305029,IGE ESPECIFICA CASEINA,12800,imalab
305029,IGE ESPECIFICA CASPA DE GATO,12800,imalab
305029,IGE ESPECIFICA CASPA DE PERRO,12800,imalab
305029,IGE ESPECIFICA CEFALOSPORINA,12800,imalab
305029,IGE ESPECIFICA CHOCOLATE ,12800,imalab
305029,IGE ESPECIFICA CLADOSPORIUM HERBARUM,12800,imalab
305029,IGE ESPECIFICA CLARA DE HUEVO,12800,imalab
306081,IGE ESPECIFICA COCO,9437,imalab
305029,IGE ESPECIFICA CUCARACHA,12800,imalab
305029,IGE ESPECIFICA DE HUEVO,12800,imalab
305029,IGE ESPECIFICA DE PESCADO,12800,imalab
305029,IGE ESPECIFICA DE POLVO HABITACION,12800,imalab
305029,IGE ESPECIFICA DERMATOFAGOIDE,12800,imalab
305029,IGE ESPECIFICA DERMATOFAGOIDE FARINAE,12800,imalab
305029,IGE ESPECIFICA DERMATOFAGOIDE PTERONISSINUS,12800,imalab
305029,IGE ESPECIFICA DICLOFENACO,12800,imalab
305029,IGE ESPECIFICA FRESNO,12800,imalab
305029,IGE ESPECIFICA GLUTEN,12800,imalab
305029,IGE ESPECIFICA HARINA DE PESCADO,12800,imalab
305029,IGE ESPECIFICA HARINA DE TRIGO,12800,imalab
305029,IGE ESPECIFICA HONGO,12800,imalab
305029,IGE ESPECIFICA IBUPROFENO,12800,imalab
305029,IGE ESPECIFICA LATEX,12800,imalab
305029,IGE ESPECIFICA LECHE DE VACA,12800,imalab
305029,IGE ESPECIFICA LENTEJAS,12800,imalab
305029,IGE ESPECIFICA MAIZ,12800,imalab
305029,IGE ESPECIFICA MALEZAS,12800,imalab
305029,IGE ESPECIFICA MANI,12800,imalab
305029,IGE ESPECIFICA MANZANA,12800,imalab
305029,IGE ESPECIFICA MARISCO,12800,imalab
305029,IGE ESPECIFICA MERLUZA,12800,imalab
305029,IGE ESPECIFICA METAMIZOL,12800,imalab
305029,IGE ESPECIFICA MEZCLA DE PASTOS,12800,imalab
305029,IGE ESPECIFICA NOGAL,12800,imalab
305029,IGE ESPECIFICA NUEZ,12800,imalab
305029,IGE ESPECIFICA OLIVO,12800,imalab
305029,IGE ESPECIFICA OVOALBUMINA,12800,imalab
305029,IGE ESPECIFICA OVOMUCOIDE,12800,imalab
305029,IGE ESPECIFICA PALTA,12800,imalab
305029,IGE ESPECÍFICA PARA CAFÉ,12800,imalab
305029,IGE ESPECIFICA PENICILINA,12800,imalab
305029,IGE ESPECIFICA PENICILLIUM,12800,imalab
305029,IGE ESPECIFICA PIMIENTO PAPRIKA,12800,imalab
305029,IGE ESPECIFICA PLANTAGO,12800,imalab
305029,IGE ESPECIFICA PLATANO,12800,imalab
305029,IGE ESPECIFICA PLATANO ORIENTAL,12800,imalab
305029,IGE ESPECIFICA PLUMAS,12800,imalab
305029,IGE ESPECIFICA POLEN,12800,imalab
305029,IGE ESPECIFICA ROBLE,12800,imalab
305029,IGE ESPECIFICA SALMON,12800,imalab
305029,IGE ESPECIFICA SAUCE,12800,imalab
305029,IGE ESPECIFICA SOYA ,12800,imalab
305029,IGE ESPECIFICA TOMATE,12800,imalab
305029,IGE ESPECIFICA TRIGO,12800,imalab
305029,IGE ESPECIFICA VENENO DE ABEJA,12800,imalab
305029,IGE ESPECIFICA YEMA DE HUEVO,12800,imalab
305029,IGE ESPECIFICA ZANAHORIA,12800,imalab
303047,IGF1 o Somatomedina - C (Insuline Like Growth Factor),27568,imalab
303048,"IGFBP3, IGFBP1 (Insulin Like Growth Factor Binding Proteins)  c/u",22064,imalab
303048,"IGFBP3, IGFBP1 (Insulin Like Growth Factor Binding Proteins)  c/u",22064,imalab
305029,IGG ESPECIFICA IgG1,72000,imalab
305029,IGG ESPECIFICA IgG2,72000,imalab
305029,IGG ESPECIFICA IgG3,72000,imalab
305029,IGG ESPECIFICA IgG4,72000,imalab
306037,IgM MYCOPLASMA PNEUMONIAE,8560,imalab
303123,INDICE ANDROGENICO LIBRE (INCLUYE TESTOSTERONA TOTAL Y SHBG),14592,imalab
308038,INDICE LECITINA/ESFINGOMIELINA,6743,imalab
306070,INFLUENZA A - IFD,6303,imalab
306070,INFLUENZA A TEST PACK,6303,imalab
306070,INFLUENZA B - IFD,6303,imalab
306070,INFLUENZA B TEST PACK,6303,imalab
305021,INHIBIDOR DE C1 ESTERASA CUANTITATIVO,62010,imalab
301097,INHIBIDOR DE FACTOR DE LA COAGULACIÓN,64011,imalab
303054,INHIBINA B,127005,imalab
305093,INMUNOFENOTIPO EN LEUCEMIAS AGUDAS,820719,imalab
305094,INMUNOFENOTIPO EN SINDROME LINFOPROLIFERATIVO,699506,imalab
305095,INMUNOFENOTIPO EN SINDROME MIELODISPLASICOS,712248,imalab
305025,INMUNOFIJACION DE INMUNOGLOBULINAS,15280,imalab
305025,INMUNOFIJACION DE INMUNOGLOBULINAS EN ORINA 24 HRS,15280,imalab
P305804,"Inmunoglobulina E específica, panel 22 alérgenos",60800,imalab
P305805,"Inmunoglobulina E específica, panel 36 alérgenos",196800,imalab
P305803,"Inmunoglobulina E específica, panel CHILE",148800,imalab
305028,INMUNOGLOBULINA IGD TOTAL,8816,imalab
305027,Inmunoglobulinas IgA,5808,imalab
305028,Inmunoglobulinas IgE total,8816,imalab
305029,"Inmunoglobulinas IgE, IgG específicas, c/u",12800,imalab
305027,Inmunoglobulinas IgG,5808,imalab
305027,Inmunoglobulinas IgM,5808,imalab
303031,INSULINA 120 MIN POST CARGA,15575,imalab
303031,INSULINA 150 MIN POST CARGA,15575,imalab
303031,INSULINA 180 MIN POST CARGA,15575,imalab
303031,INSULINA 240 MIN POST CARGA,15575,imalab
303031,INSULINA 30 MIN POST CARGA,15575,imalab
303031,INSULINA 300 MIN POST CARGA,15575,imalab
303031,INSULINA 60 MIN POST CARGA,15575,imalab
303031,INSULINA 90 MIN POST CARGA,15575,imalab
303017,INSULINA BASAL,5774,imalab
303017,INSULINA POST CARGA,5774,imalab
303017,INSULINA POST PRANDIAL,5774,imalab
306119,INTERFERÓN GAMMA TBC,240000,imalab
P303036,Interleukin 6 (IL-6),48000,imalab
302030,LACTATO DESHIDROGENASA (LDH),2694,imalab
P306034,LEPTOSPIRA ANTICUERPOS IgM,192000,imalab
302102,LEUCINA CUALITATIVA EN GSS,24215,imalab
308005,LEUCOCITOS FECALES,1333,imalab
305089,LINFOCITOS B TOTALES (CD19),96000,imalab
305091,"Linfocitos T (incluye CD3, CD4, CD8). Técnica Citometría de Flujo",153600,imalab
305092,"LINFOCITOS T NK (CD16,CD56)",97600,imalab
302053,LIPASA,2990,imalab
308046,LIPASA EN LIQUIDO ASCITICO,3499,imalab
308046,LIPASA EN LIQUIDO CEFALORRAQUIDEO,3499,imalab
308046,LIPASA EN LIQUIDO DE DRENAJE,3499,imalab
308046,LIPASA EN LIQUIDO PERICARDICO,3499,imalab
308046,LIPASA EN LIQUIDO PLEURAL,3499,imalab
308046,LIPASA EN LIQUIDO SINOVIAL,3499,imalab
PLIPOA,LIPOPROTEINA A,190400,imalab
302055,LITEMIA,3285,imalab
308039,MADUREZ FETAL COMPLETA (FISICO; CELULAS ANARANJADAS BILIRRUBINA TEST,8612,imalab
302056,MAGNESIO,3595,imalab
P302056,MAGNESIO EN ORINA,5232,imalab
P302056,MAGNESIO EN ORINA 24 HRS.,5232,imalab
302035,MARIHUANA T.H.C,16771,imalab
301054,METAHEMOGLOBINA,1739,imalab
303050,METANEFRINAS URINARIAS,145719,imalab
306070,METAPNEUMOVIRUS,6303,imalab
306041,MHA - TP SIFILIS,8176,imalab
309013,MICROALBUMINURIA 12 HRS,3203,imalab
309013,MICROALBUMINURIA 24 HRS,3203,imalab
309013,MICROALBUMINURIA CUANTITATIVA,3203,imalab
301003,MIELOGRAMA,9334,imalab
308043,MOCO-SEMEN PRUEBA DE COMPATIBILIDAD,2880,imalab
309019,Mucopolisacáridos( Screening de mucopolisacáridos cuantitativo),6743,imalab
306037,MYCOPLASMA PNEUMONIAE IGG,11995,imalab
306097,NEISSERIA GONORRHOEAE DETECCION POR PCR-RT,69552,imalab
302057,NITROGENO UREICO (BUN),1485,imalab
309020,NITROGENO UREICO EN ORINA,969,imalab
309020,NITROGENO UREICO EN ORINA 12 HRS,969,imalab
309020,NITROGENO UREICO EN ORINA 24 HRS,969,imalab
302035,NIVELES DE GLIBENCLAMIDA (SULFONILUREAS),80000,imalab
302035,NIVELES DE LEVETIRACETAM,88000,imalab
302035,NIVELES PLASMATICOS DE ACIDO ACETILSALICILICO,10256,imalab
302035,NIVELES PLASMATICOS DE ALPRAZOLAM,76800,imalab
302035,NIVELES PLASMATICOS DE CICLOSPORINA,76800,imalab
302035,NIVELES PLASMATICOS DE CLOBAZAM,80000,imalab
302035,NIVELES PLASMATICOS DE DIGOXINA,10256,imalab
302035,NIVELES PLASMATICOS DE EVEROLIMUS,116800,imalab
302035,NIVELES PLASMATICOS DE LAMOTRIGINA,88000,imalab
302035,NIVELES PLASMATICOS DE OXCARBAZEPINA,88000,imalab
302035,NIVELES PLASMATICOS DE PRIMIDONA ,10256,imalab
302035,NIVELES PLASMATICOS DE SIROLIMUS,102400,imalab
302035,NIVELES PLASMATICOS DE TACROLIMUS,116800,imalab
302035,NIVELES PLASMATICOS DE TEOFILINA ,10256,imalab
309021,NUCLEOTIDOS CICLICOS (CAMP CGM U OTROS) C/U,5705,imalab
302035,OPIACEOS EN ORINA,16771,imalab
309022,ORINA COMPLETA,2158,imalab
309023,ORINA FISICO QUIMICO,1574,imalab
309024,ORINA SEDIMENTO,1244,imalab
309025,OSMOLALIDAD EN ORINA,7285,imalab
302058,OSMOLALIDAD SERICA,7954,imalab
306146,P.C.R. virus viruela símica (incluye hisopado de lesiones cutáneas),20503,imalab
P306124,PANEL (ETS) por PCR-RT,142400,imalab
P639999,PANEL ANA: 23 AUTOANTICUERPOS IgG,112000,imalab
306082,"PANEL DROGAS DE ABUSO (COC,THC,BZN,ANF)",17596,imalab
305029,PANEL EXAMEDI 1,12800,imalab
P305007,PANEL MIOSITIS AUTOANTICUERPOS IgG,104000,imalab
306120,PANEL VIRAL DIARREA POR PCR ,87992,imalab
306082,PANEL VIRAL MENINGITIS POR PCR,17596,imalab
306122,PANEL VIRUS RESPIRATORIO MOLECULAR ,67729,imalab
306070,PARAINFLUENZA 1,6303,imalab
306070,PARAINFLUENZA 2,6303,imalab
306070,PARAINFLUENZA 3,6303,imalab
306050,PARASITOLOGICO DIRECTO,3368,imalab
306059,PARASITOLOGICO PAF,4468,imalab
306096,PARASITOS: TEST RAPIDO ANTICUERPOS (CHAGAS Y OTROS),12063,imalab
303018,PARATHORMONA (PTH),9458,imalab
P306182,PARVOVIRUS B19 ANTICUERPOS IGG,44800,imalab
P306182,PARVOVIRUS B19 ANTICUERPOS IGM,44800,imalab
P309999,PCR CUANTITATIVO BCR-ABL,752000,imalab
306110,PCR METAPNEUMOVIRUS,55530,imalab
306182,PCR PARA CITOMEGALOVIRUS,172800,imalab
P306182,PCR PARA CLOSTRIDIUM DIFFICILE,112000,imalab
P306182,PCR PARA ENTEROVIRUS,152000,imalab
306182,PCR PARA HEPATITIS C,145600,imalab
306182,PCR PARA MYCOBACTERIUM TUBERCULOSIS,153600,imalab
P306182,PCR PARA PARVOVIRUS B19,152000,imalab
306107,PCR PARA PNEUMOCYSTIS JIROVECI,138288,imalab
P639910,PCR PARA VIRUS DE EPSTEIN BARR,144000,imalab
306182,PCR PARA VIRUS HERPES I,112000,imalab
306182,PCR PARA VIRUS HERPES II,112000,imalab
306182,PCR PARA VIRUS HERPES ZOSTER,115834,imalab
306182,PCR PARA VIRUS INFLUENZA A y B,99200,imalab
306182,PCR PARA VIRUS JC,144000,imalab
306123,PCR PARA VIRUS PAPILOMA HUMANO CON GENOTIPIFICACIÓN TIPOS 16 Y 18,139200,imalab
306182,PCR VIRUS INFLUENZA A Y AH1N1,86400,imalab
303052,PEPTIDO C,31830,imalab
305099,"Péptido Cíclico Citrulinado, anticuerpos IgG",26689,imalab
303055,PEPTIDO NATRIURETICO (NT-proBNP o BNP),37659,imalab
302075,PERFIL BIOQUIMICO,9856,imalab
302098,PERFIL DE AMINOÁCIDOS Y ACILCARNITINAS EN GSS,56767,imalab
302076,PERFIL HEPATICO,11533,imalab
302034,PERFIL LIPIDICO,7018,imalab
302099,PESQUISA NEONATAL AMPLIADA EN GSS,209888,imalab
308017,PH,790,imalab
308017,PH BANCO,790,imalab
308006,PH EN DEPOSICION,735,imalab
302084,PLOMO EN SANGRE,105520,imalab
309027,PORFIRINAS EN ORINA,4256,imalab
302032,POTASIO ARTERIAL,1450,imalab
309012,POTASIO EN ORINA AISLADA,1780,imalab
309012,POTASIO URINARIO 12 HRS.,1780,imalab
309012,POTASIO URINARIO 24 HRS.,1780,imalab
302032,POTASIO VENOSO,1450,imalab
302032,POTASIO VENOSO,1450,imalab
302085,PREALBUMINA,21424,imalab
302505,PRIMIDONA LIBRE,7200,imalab
301096,PROCALCITONINA,30737,imalab
303019,PROGESTERONA,5870,imalab
303020,PROLACTINA,9024,imalab
303020,PROLACTINA POOL (BASAL 20 Y 40),9024,imalab
301114,PROTEÍNA C ANTIGÉNICA,31205,imalab
301091,PROTEINA C FUNCIONAL,51184,imalab
305031,PROTEINA C REACTIVA,6860,imalab
309028,PROTEINA EN ORINA,2014,imalab
309028,PROTEINA EN ORINA 12 HRS,2014,imalab
309028,PROTEINA EN ORINA 24 HRS,2014,imalab
301092,PROTEINA S,60528,imalab
309029,PROTEINAS DE BENCE-JONES,1888,imalab
308050,"PROTEINAS TOTALES EN EXUDADOS, SECRECIONES Y OTROS LIQUIDOS",1725,imalab
302100,PROTEINAS TOTALES EN SANGRE,1663,imalab
301014,PRUEBA DE ANTIGLOBULINA DIRECTA,1574,imalab
302048,PRUEBA DE TOLERANCIA A LA GLUCOSA ORAL (PTGO),6557,imalab
306169,PRUEBA RAPIDA PARA V.I.H.,6104,imalab
306038,R.P.R.,3045,imalab
306036,REACCION DE PAUL BUNNELL,2694,imalab
306182,"Reacción de Polimerasa en cadena (P.C.R.) en tiempo real, virus citomegalovirus",47536,imalab
305124,"RECEPTOR DE TIROTROPINA (TRAB), ANTICUERPOS ANTI",56464,imalab
301069,RECTO. DIF.  FORMULA LEUCOCITARIA (PROC.AUT.),2399,imalab
308010,RECUENTO CELULAR LIQUIDO ,5488,imalab
301062,RECUENTO DE BASOFILOS,1189,imalab
301063,RECUENTO DE EOSINOFILOS,1113,imalab
308013,RECUENTO DE EOSINOFILOS BRONQUIALES,914,imalab
308013,RECUENTO DE EOSINOFILOS EN ORINA,914,imalab
308013,RECUENTO DE EOSINOFILOS NASALES,914,imalab
301064,RECUENTO DE ERITROCITOS ,845,imalab
301065,RECUENTO DE LEUCOCITOS,825,imalab
301066,RECUENTO DE LINFOCITOS,1430,imalab
301067,RECUENTO DE PLAQUETAS ,1464,imalab
301068,RECUENTO DE RETICULOCITOS,1134,imalab
303021,RENINA,14592,imalab
301093,RESISTENCIA A LA PROTEINA C ACTIVADA,156543,imalab
301070,RESISTENCIA GLOBULAR OSMOTICA,12845,imalab
306082,RT-PCR PARA VIRUS SARS CoV-2,17596,imalab
306082,RT-PCR PARA VIRUS SARS CoV-2,17596,imalab
306082,RT-PCR PARA VIRUS SARS CoV-2,17596,imalab
P302035,SCREENING DE DROGAS,83856,imalab
309046,SCREENING DE MUCOPOLISACÁRIDOS,208000,imalab
301098,SECRECIÓN PLAQUETARIA CON DIFERENTES AGONISTAS,192112,imalab
PSELENIO,SELENIO EN SUERO,70400,imalab
305123,SEROTECA  MENSUAL Y MANTENCIÓN EN LISTA DE ESPERA,18730,imalab
303046,SHBG (Sex-Hormone Binding Globulin),20800,imalab
308022,SINTESIS INTRATECAL IGG (INDICE IGG/ALBUMINA EN LCR),23792,imalab
302032,SODIO ARTERIAL,1450,imalab
309012,SODIO EN ORINA AISLADA,1780,imalab
309012,SODIO URINARIO 12 HRS.,1780,imalab
309012,SODIO URINARIO 24 HRS.,1780,imalab
302032,SODIO VENOSO,1450,imalab
302032,SODIO VENOSO,1450,imalab
306099,STREPTOCOCCUS GRUPO B/ AGALACTIAE EN EMBARAZADA ,10874,imalab
702209,"SUBGRUPO ABO Y RH FENOTIPO - GENOTIPO RH, C/U",3093,imalab
305004,Tamizaje de Anticuerpos anti-antígenos nucleares extractables (a- ENA).,12152,imalab
308040,TEST DE CLEMENTS (PROC. AUT.),1498,imalab
309014,TEST DE EMBARAZO BHCG CUALITATIVA,3045,imalab
306051,TEST DE GRAHAM,2378,imalab
308063,TEST DE HELICOBACTER PYLORI EN DEPOSICIONES,20675,imalab
301022,TEST DE NEUTRALIZACION PLAQUETARIA,19357,imalab
307007,TEST DEL SUDOR (PROCEDIMIENTO COMPLETO),25728,imalab
LACTOGEN,"Test Genético, Intolerancia a la Lactosa por PCR-RT",92800,imalab
306270,TEST PACK VIRUS SINCICIAL (VRS),6667,imalab
306271,TEST RÁPIDO DE DETECCIÓN DE ANTÍGENOS SARS-CoV-2,6674,imalab
306090,TEST RAPIDO STREPTOCOCCUS GRUPO A,6860,imalab
303023,TESTOSTERONA LIBRE ,11197,imalab
303022,TESTOSTERONA TOTAL,10168,imalab
301011,TIEMPO DE COAGULACION,1691,imalab
301013,TIEMPO DE LISIS DEL COAGULO,784,imalab
301059,TIEMPO DE PROTROMBINA ,1746,imalab
301059,TIEMPO DE PROTROMBINA (TAC),1746,imalab
301072,TIEMPO DE SANGRIA IVY,1691,imalab
301072,TIEMPO DE SANGRIA IVY (PEDIATRICO),1691,imalab
301083,TIEMPO DE TROMBINA,43311,imalab
301099,TIEMPO DE VENENO DE VÍBORA DE RUSSELL DILUÍDO,72160,imalab
301085,TIEMPO PARCIAL DE TROMBOPLASTINA (TTPK),2694,imalab
306005,TINCION DE GRAM,784,imalab
306005,TINCION DE KINJOUN,784,imalab
306102,TINCIÓN DE TOLUIDINA,33556,imalab
306045,TINCION DE ZIEHL NEELSEN CRIPTOSPORIDIUM,10021,imalab
306005,TINCION PARA CAMPYLOBACTER,784,imalab
306004,TINTA CHINA,1691,imalab
302095,"TIOPURINA METILTRANSFERASA, ACTIVIDAD ENZIMATICA",99888,imalab
305095,TIPIFICACION HLA - B*57:01,485904,imalab
303024,TIROESTIMULANTE (TSH),5100,imalab
303024,TIROESTIMULANTE NEONATAL(TSHN),5100,imalab
303025,TIROGLOBULINA,7987,imalab
303027,TIROXINA (T4),5100,imalab
303026,TIROXINA LIBRE (T4L),5870,imalab
306098,TOXINA CLOSTRIDIUM DIFFICILE EN DEPOSICIONES TEST RÁPIDO,13657,imalab
306061,TOXOCARA ANTICUERPOS IGG,9216,imalab
306061,TOXOPLASMOSIS ANTICUERPOS IGG,11197,imalab
306061,TOXOPLASMOSIS ANTICUERPOS IGM,11197,imalab
302100,TP INMUNO,1663,imalab
302063,TRANSAMINASA OXALACETICA (GOT),2089,imalab
302063,TRANSAMINASA PIRUVICA (GPT),2089,imalab
301082,TRANSFERRINA,6200,imalab
302064,TRIGLICERIDOS,1993,imalab
306061,TRIQUINOSIS ANTICUERPOS IGG,9216,imalab
303028,TRIYODOTIRONINA (T3),5299,imalab
303057,TRIYODOTIRONINA LIBRE (T3 LIBRE),14908,imalab
302027,TROPONINA I ULTRASENSIBLE,12812,imalab
306011,UROCULTIVO,4179,imalab
306042,V.D.R.L.,3499,imalab
306042,V.D.R.L. ,3499,imalab
302035,VANCOMICINA,10256,imalab
306070,VARICELLA ZOSTER,6303,imalab
301086,VELOCIDAD DE ERITROSEDIMENTACION,625,imalab
307011,VENOSA EN ADULTOS,1004,imalab
307011,VENOSA EN ADULTOS 2,1004,imalab
307011,VENOSA EN ADULTOS 3,1004,imalab
307012,VENOSA EN NINOS Y LACTANTES,914,imalab
307012,VENOSA EN NINOS Y LACTANTES 2,914,imalab
307012,VENOSA EN NINOS Y LACTANTES 3,914,imalab
306109,"VIH, GENOTIPIFICACIÓN ANTIVIRALES",303546,imalab
306113,"VIH, REACCIÓN DE POLIMERASA EN CADENA (P.C.R.) EN LÍQUIDO CEFALORAQUÍDEO",44422,imalab
306087,VIRUS EPSTEIN BARR (VEB) CARGA VIRAL,110832,imalab
306074,"VIRUS HEPATITIS A, ANTICUERPOS IGG",106958,imalab
306074,"VIRUS HEPATITIS A, ANTICUERPOS TOTALES",12576,imalab
306078,VIRUS HEPATITIS B ANTIGENO E  (HBeAG),7822,imalab
306079,VIRUS HEPATITIS B ANTIGENO SUPERFICIE (HBsAg),6179,imalab
306075,"VIRUS HEPATITIS B, ANTICUERPOS ANTI ANTIGENO E ",8454,imalab
306070,VIRUS RESPIRATORIO SINCICIAL - IFD,6303,imalab
302077,VITAMINA B12,8557,imalab
302080,VITAMINA B6 POR HPLC,58382,imalab
303029,17-HIDROXI-PROGESTERONA,11616,imalab fonasa 3
302078,25 OH Vitamina D Total por inmunoensayo,27650,imalab fonasa 3
305005,AC. ANTI CENTROMERO (HEP2),12450,imalab fonasa 3
305086,AC. ANTI GLIADINA IGA,18379,imalab fonasa 3
305086,AC. ANTI GLIADINA IGG,18379,imalab fonasa 3
306169,AC/AG V.I.H.,8880,imalab fonasa 3
306056,ACAROTEST,6530,imalab fonasa 3
302035,ACETAMINOFENO,102400,imalab fonasa 3
309005,ACIDO 5 HIDROXIINDOLACETICO CUANTITATIVO,21133,imalab fonasa 3
309001,ACIDO ASCORBICO,4290,imalab fonasa 3
302002,ACIDO CITRICO,5344,imalab fonasa 3
309002,ACIDO DELTA AMINOLEVULINICO,168468,imalab fonasa 3
301002,ACIDO FOLICO,12800,imalab fonasa 3
301002,ACIDO FOLICO ERITROCITARIO,38400,imalab fonasa 3
302004,ACIDO LACTICO,6690,imalab fonasa 3
302005,ACIDO URICO,2500,imalab fonasa 3
309004,ACIDO URICO EN ORINA,3630,imalab fonasa 3
309004,ACIDO URICO EN ORINA 24 HRS,3630,imalab fonasa 3
302035,ACIDO VALPROICO,10256,imalab fonasa 3
301049,ACTIVIDAD ANTI FACTOR X ACTIVADO ,9536,imalab fonasa 3
303001,ADENOCORTICOTROFINA (ACTH),14080,imalab fonasa 3
301003,ADENOGRAMA,13580,imalab fonasa 3
302050,ADENOSINDEAMINASA (ADA),113180,imalab fonasa 3
306070,ADENOVIRUS - IFD,9170,imalab fonasa 3
306070,ADENOVIRUS EN DEPOSICIONES,9170,imalab fonasa 3
301006,AGREGACION PLAQUETARIA,7952,imalab fonasa 3
306068,AISLAMIENTO DE VIRUS (ADENOVIRUS CITOMEGALOVIRUS COXSAKIE HERPES I,15060,imalab fonasa 3
302101,ALBUMINA EN SANGRE,2420,imalab fonasa 3
308051,"ALBUMINAS EN EXUDADOS, SECRECIONES Y OTROS LIQUIDOS",2510,imalab fonasa 3
303002,ALDOSTERONA,11616,imalab fonasa 3
P303002,ALDOSTERONA EN ORINA,12800,imalab fonasa 3
305001,ALFA -1- ANTITRIPSINA,8816,imalab fonasa 3
305003,ALFA FETOPROTEINA ,8540,imalab fonasa 3
305110,ALOCROSS MATCH LINFOCITOS T Y LINFOCITOS B (CITOMETRÍA DE FLUJO),295040,imalab fonasa 3
302035,AMIKACINA,105600,imalab fonasa 3
302008,AMILASA,3920,imalab fonasa 3
308045,AMILASA EN LIQUIDO ASCITICO,7710,imalab fonasa 3
308045,AMILASA EN LIQUIDO CEFALORRAQUIDEO,7710,imalab fonasa 3
308045,AMILASA EN LIQUIDO DE DRENAJE,7710,imalab fonasa 3
308045,AMILASA EN LIQUIDO PERICARDICO,7710,imalab fonasa 3
308045,AMILASA EN LIQUIDO PLEURAL,7710,imalab fonasa 3
308045,AMILASA EN LIQUIDO SINOVIAL,7710,imalab fonasa 3
309006,AMILASA EN ORINA,4450,imalab fonasa 3
309006,AMILASA EN ORINA 24 HRS.,4450,imalab fonasa 3
302009,AMINOACIDOS CUALITATIVO EN SANGRE,11040,imalab fonasa 3
309007,AMINOACIDOS EN ORINA (CUALITATIVO)(EXCEPTO FENILALANINA PKU),9568,imalab fonasa 3
302035,AMITRIPTILINA + NORTRIPTILINA,10256,imalab fonasa 3
302010,AMONIO,4050,imalab fonasa 3
304013,AMPLIFICACIÓN DE ADN POR PCR CONVENCIONAL DE 1 FRAGMENTO,182250,imalab fonasa 3
306118,AMPLIFICACIÓN DE DNA DE BORDETELLA PERTUSSIS  POR TÉCNICA DE BIOLOGÍA MOLECULAR EN TIEMPO REAL,104352,imalab fonasa 3
304012,AMPLIFICACIÓN POR PCR EN TIEMPO REAL CUANTITATIVO CON SONDA,201540,imalab fonasa 3
304008,AMPLIFICACION POR PCR MAS ANALISIS DE FRAGMENTOS FLUORESCENTES POR ELECTROFORESI,213060,imalab fonasa 3
304014,AMPLIFICACIÓN POR PCR MÁS ANÁLISIS POR RESTRICCIÓN ENZIMÁTICA,146780,imalab fonasa 3
309009,ANALISIS CALCULO URINARIO,7984,imalab fonasa 3
308062,Análisis inmunoquímico/inmunológico de sangre oculta en deposiciones,14470,imalab fonasa 3
308023,ANALISIS LIQUIDO SINOVIAL (ESTUDIO DE CRISTALES),2880,imalab fonasa 3
303003,ANDROSTENEDIONA,15110,imalab fonasa 3
302035,ANFETAMINA/METANFETAMINA,16771,imalab fonasa 3
303004,ANGIOTENSINA,11180,imalab fonasa 3
303033,ANGIOTENSINA,10460,imalab fonasa 3
306025,ANTIBIOGRAMA BACILO DE KOCH (CADA FARMACO),8640,imalab fonasa 3
306026,ANTIBIOGRAMA CORRIENTE,4420,imalab fonasa 3
