codigo,nombre,precio,laboratorio
306027,ANTIBIOGRAMA DE ESTUDIO DE SENSIBILIDAD POR DILUCION (CIM) (MINIMO 6 F,44800,imalab fonasa 3
301007,ANTICOAGULANTE LUPICO,73600,imalab fonasa 3
305111,ANTICUERPO ANTI HLA CLASE I Y II SCREENING (LUMINEX),65900,imalab fonasa 3
305081,"ANTICUERPO ANTIENDOMISIO (EMA, ANTIMEMBRANA BASAL GLOMERULAR (GBM), ANTIRETICULINA, POR IFI C/U.",18624,imalab fonasa 3
306079,ANTICUERPO DE HEPATITIS C,8990,imalab fonasa 3
306081,ANTICUERPO DE HEPATITIS C,13730,imalab fonasa 3
305005,ANTICUERPOS ANTI ANA (ANTI NUCLEOCITOPLASMATICO),12450,imalab fonasa 3
305108,Anticuerpos anti antígenos nucleares extractables (JO-1),40000,imalab fonasa 3
305108,Anticuerpos anti antígenos nucleares extractables (RNP),40000,imalab fonasa 3
305108,Anticuerpos anti antígenos nucleares extractables (SCL-70),40000,imalab fonasa 3
305108,Anticuerpos anti antígenos nucleares extractables (SM),40000,imalab fonasa 3
305108,Anticuerpos anti antígenos nucleares extractables (SS-A/RO),40000,imalab fonasa 3
305108,Anticuerpos anti antígenos nucleares extractables (SS-B/LA),40000,imalab fonasa 3
305005,ANTICUERPOS ANTI CELULAS PARIETALES (APCA),12450,imalab fonasa 3
305005,ANTICUERPOS ANTI DNA,12450,imalab fonasa 3
305005,ANTICUERPOS ANTI DNA IFI,12450,imalab fonasa 3
305081,ANTICUERPOS ANTI ENDOMISIO (EMA),24840,imalab fonasa 3
305005,ANTICUERPOS ANTI MITOCONDRIALES (AMA),12450,imalab fonasa 3
305085,ANTICUERPOS ANTI MLK-1  ( Antimicrosomal  Hígado - Riñón ),37824,imalab fonasa 3
305005,ANTICUERPOS ANTI MUSCULO LISO (ASMA),12450,imalab fonasa 3
306182,"ANTICUERPOS ANTI NEUMOCOCO, 23 SEROTIPOS",47536,imalab fonasa 3
P305997,"ANTICUERPOS ANTI NEUMOCOCO, 23 SEROTIPOS",544000,imalab fonasa 3
305007,Anticuerpos anti receptor de fosfolipasa A2,9936,imalab fonasa 3
306041,ANTICUERPOS ANTI TREPONEMA (FTA - ABS),8176,imalab fonasa 3
305105,Anticuerpos anti-Beta 2 glicoproteina 1 (IgG),65792,imalab fonasa 3
305105,Anticuerpos anti-Beta 2 glicoproteina 1 (IgM),65792,imalab fonasa 3
305084,Anticuerpos anticardiolipinas (IgG),21170,imalab fonasa 3
305084,Anticuerpos anticardiolipinas (IgM),21170,imalab fonasa 3
305082,"Anticuerpos anticitoplasma de neutrófilos (ANCA), (incluye C-ANCA y P-ANCA), por IFI.",26640,imalab fonasa 3
305107,Anticuerpos anti-MPO (mieloperoxidasa),40460,imalab fonasa 3
305007,ANTICUERPOS ANTIPLAQUETARIOS CIRCULANTES,9936,imalab fonasa 3
P305082,Anticuerpos anti-PR3,12800,imalab fonasa 3
305181,Anticuerpos antitransglutaminasa (IgA),19920,imalab fonasa 3
305181,Anticuerpos antitransglutaminasa (IgG),19920,imalab fonasa 3
306061,ANTICUERPOS CHAGAS,9216,imalab fonasa 3
306061,ANTICUERPOS CHAGAS,9216,imalab fonasa 3
305007,Anticuerpos específicos anti-microsomales,9936,imalab fonasa 3
305007,Anticuerpos específicos anti-tiroglobulina,9936,imalab fonasa 3
306169,"ANTICUERPOS VIRALES, DETERM. DE H.I.V.",8880,imalab fonasa 3
306169,"Anticuerpos virales, test rápido de H.I.V.",8880,imalab fonasa 3
305008,ANTIESTREPTOLISINA O (ASO),7680,imalab fonasa 3
306028,ANTIFUNGIGRAMA (MINIMO 4 FARMACOS ANTIHONGOS),4448,imalab fonasa 3
305009,ANTIGENO CARCINOEMBRIONARIO (CEA),11620,imalab fonasa 3
306094,ANTIGENO GALACTOMANANO ASPERGILLUS,43952,imalab fonasa 3
306570,ANTIGENO LEGIONELLA,48817,imalab fonasa 3
305070,ANTIGENO PROSTATICO ESPECIFICO TOTAL (PSAT),14940,imalab fonasa 3
305104,ANTIGENO PROSTATICO TOTAL Y LIBRE,24690,imalab fonasa 3
306571,ANTIGENO STREPTOCOCCUS PNEUMONIAE,48817,imalab fonasa 3
306079,ANTIGENO SUPERFICIE VIRUS HEPATITIS B,8990,imalab fonasa 3
301008,ANTITROMBINA III,8592,imalab fonasa 3
302070,APOLIPOPROTEINAS A1,11360,imalab fonasa 3
302070,APOLIPOPROTEINAS B,11360,imalab fonasa 3
309034,ARSENICO EN ORINA (MUESTRA AISLADA),81600,imalab fonasa 3
307009,ARTERIAL EN ADULTOS,1980,imalab fonasa 3
307010,ARTERIAL EN NINOS Y LACTANTES,2930,imalab fonasa 3
305112,AUTOCROSSMATCH LINFOCITOS T Y B   (CITOMETRÍA DE FLUJO ),295040,imalab fonasa 3
308001,AZUCARES REDUCTORES BENEDICT - FEHLING,1870,imalab fonasa 3
306002,BACILOSCOPIA,2830,imalab fonasa 3
306001,BACILOSCOPIA DE LIQUIDOS,4340,imalab fonasa 3
306002,BACILOSCOPIA TEJIDOS,2830,imalab fonasa 3
308020,BANDAS OLIGOCLONALES,42848,imalab fonasa 3
P639911,BARTONELLA HENSELAE ANTICUERPOS IGG,57600,imalab fonasa 3
305029,BARTONELLA HENSELAE ANTICUERPOS IGM,12800,imalab fonasa 3
P639911,BARTONELLA HENSELAE ANTICUERPOS IGM,57600,imalab fonasa 3
302035,BENZODIAZEPINAS,16771,imalab fonasa 3
305010,BETA-2-MICROGLOBULINA,13200,imalab fonasa 3
302011,BICARBONATO ARTERIAL,1180,imalab fonasa 3
302011,BICARBONATO VENOSO,1180,imalab fonasa 3
302012,BILIRRUBINA TOTAL,2540,imalab fonasa 3
302013,BILIRRUBINA TOTAL Y DIRECTA,2400,imalab fonasa 3
P306556,BORDETELLA PERTUSIS ANTICUERPOS IgG,17600,imalab fonasa 3
P306556,BORDETELLA PERTUSIS ANTICUERPOS IgM,17600,imalab fonasa 3
P306037,BORRELIA BURGDORFERI IGG,22400,imalab fonasa 3
P306037,BORRELIA BURGDORFERI IGM,22400,imalab fonasa 3
305170,CA 125,15490,imalab fonasa 3
305170,CA 15-3,15490,imalab fonasa 3
305170,CA 19-9,15490,imalab fonasa 3
302015,CALCIO,2270,imalab fonasa 3
309008,CALCIO EN ORINA 12 HRS,3360,imalab fonasa 3
309008,CALCIO EN ORINA 24 HRS,3360,imalab fonasa 3
309008,CALCIO EN ORINA AISLADA,3360,imalab fonasa 3
302081,CALCIO IONICO,4080,imalab fonasa 3
302081,CALCIO IONICO,4080,imalab fonasa 3
303053,CALCITONINA,75168,imalab fonasa 3
308049,CALPROTECTINA CUANTITATIVA POR ELISA,47010,imalab fonasa 3
301029,CAPAC.FIJACION DEL FIERRO (TIBC),7580,imalab fonasa 3
302035,CARBAMAZEPINA,10256,imalab fonasa 3
P302502,CARBAMAZEPINA LIBRE,27040,imalab fonasa 3
302083,CARBOXIHEMOGLOBINA,23780,imalab fonasa 3
306088,Carga Viral BK (Virus Polioma),99900,imalab fonasa 3
306086,CARGA VIRAL VIH,109968,imalab fonasa 3
304003,CARIOTIPO EN FIBROBLASTOS,99840,imalab fonasa 3
304002,CARIOTIPO EN MEDULA OSEA,779200,imalab fonasa 3
304001,CARIOTIPO EN SANGRE POR CULTIVO DE LINFOCITOS,274176,imalab fonasa 3
304016,CARIOTIPO MOLECULAR (HIBRIDACIÓN GENÓMICA COMPARATIVA EN MICROMATRICES) 60K,834430,imalab fonasa 3
302017,CAROTENO,3632,imalab fonasa 3
302018,CAROTENO CON SOBRECARGA,7870,imalab fonasa 3
303051,CATECOLAMINAS EN ORINA,59792,imalab fonasa 3
303051,CATECOLAMINAS EN ORINA AISLADA,127649,imalab fonasa 3
303049,CATECOLAMINAS EN SANGRE,57136,imalab fonasa 3
308033,CELULAS ANARANJADAS (PROC. AUT.),1310,imalab fonasa 3
302019,CERULOPLASMINA,6538,imalab fonasa 3
302001,CETONEMIA,1540,imalab fonasa 3
306061,CHAGAS TRYPANOSOMA CRUZI ANTICUERPOS IgG,9216,imalab fonasa 3
306034,CHLAMYDIA OCULAR- IFD,8912,imalab fonasa 3
306034,CHLAMYDIA PNEUMONIAE ANTICUERPOS IgG,8912,imalab fonasa 3
306034,CHLAMYDIA PNEUMONIAE ANTICUERPOS IgM,8912,imalab fonasa 3
306034,CHLAMYDIA PSCITTACI ANTICUERPOS IgG,8912,imalab fonasa 3
306034,CHLAMYDIA PSCITTACI ANTICUERPOS IgM,8912,imalab fonasa 3
306034,CHLAMYDIA TRACHOMATIS ANTICUERPOS IgG,8912,imalab fonasa 3
306034,CHLAMYDIA TRACHOMATIS ANTICUERPOS IgM,8912,imalab fonasa 3
306097,CHLAMYDIA TRACHOMATIS DETECCION  POR PCR-RT,69552,imalab fonasa 3
306034,CHLAMYDIA TRACHOMATIS POR IFD,8912,imalab fonasa 3
301030,CINETICA DEL FIERRO ,8540,imalab fonasa 3
306061,CISTICERCOSIS ANTICUERPOS IgG,9216,imalab fonasa 3
306083,CITOMEGALOVIRUS (CMV) SHELL VIAL AISLAMIENTO RÁPIDO,76230,imalab fonasa 3
306069,CITOMEGALOVIRUS ANTICUERPOS IgG-IgM,16000,imalab fonasa 3
P305999,"CITOMEGALOVIRUS, CARGA VIRAL POR PCR-RT",176000,imalab fonasa 3
P302002,CITRATO EN ORINA 24 HRS.,32000,imalab fonasa 3
301034,CLASIFICACION SANGUINEA AB0 Y RhD,4100,imalab fonasa 3
302024,CLEARENCE DE CREATININA ,4830,imalab fonasa 3
302032,CLORO ARTERIAL,2110,imalab fonasa 3
309012,CLORO EN ORINA 24 HRS.,2590,imalab fonasa 3
309012,CLORO EN ORINA AISLADA,2590,imalab fonasa 3
309012,CLORO URINARIO,2590,imalab fonasa 3
302032,CLORO VENOSO,2110,imalab fonasa 3
302032,CLORO VENOSO,2110,imalab fonasa 3
302020,COBRE,3376,imalab fonasa 3
309036,COBRE EN ORINA,80000,imalab fonasa 3
302035,COCAINA (BENZOILECGONINA),16771,imalab fonasa 3
301090,COFACTOR RISTOCETINA,105573,imalab fonasa 3
302068,COLESTEROL HDL,3310,imalab fonasa 3
302067,COLESTEROL TOTAL,2220,imalab fonasa 3
302021,COLINESTERASA,4880,imalab fonasa 3
308041,COLPOCITOGRAMA,4430,imalab fonasa 3
305012,COMPLEMENTO C1Q,7680,imalab fonasa 3
305013,COMPLEMENTO HEMOLITICO (CH 50),59200,imalab fonasa 3
307013,CON TECNICA ASEPTICA PARA HEMOCULTIVO C/U,2290,imalab fonasa 3
306007,COPROCULTIVO,6820,imalab fonasa 3
306048,COPROPARASITARIO (PAF),4880,imalab fonasa 3
306046,COPROPARASITARIO FASCIOLA HEPATICA,33220,imalab fonasa 3
306047,COPROPARASITARIO ISOSPORA SARCOCYSTIS,7660,imalab fonasa 3
303006,CORTISOL AM,9170,imalab fonasa 3
303006,CORTISOL BASAL (A.M. 9:00 HRS.),9170,imalab fonasa 3
303035,CORTISOL LIBRE URINARIO,9296,imalab fonasa 3
303035,CORTISOL LIBRE URINARIO 24 HRS.,9296,imalab fonasa 3
303006,CORTISOL PM,9170,imalab fonasa 3
303006,CORTISOL POST (PM 16 HRS.),9170,imalab fonasa 3
303056,CORTISOL SALIVAL,80144,imalab fonasa 3
302023,CREATININA,2190,imalab fonasa 3
308035,CREATININA EN LIQ AMNIOTICO,2110,imalab fonasa 3
309010,CREATININA EN ORINA,2540,imalab fonasa 3
309010,CREATININA EN ORINA 24 HRS,2540,imalab fonasa 3
309010,CREATININURIA 12 HRS,2540,imalab fonasa 3
302026,CREATINQUINASA TOTAL,6240,imalab fonasa 3
305035,CRIOAGLUTININAS,4370,imalab fonasa 3
305014,CRIOGLOBULINAS,2100,imalab fonasa 3
305036,CRIOHEMOLISINAS,4370,imalab fonasa 3
305098,CROMOGRANINA A,117661,imalab fonasa 3
302058,CRYPTOCOCCUS NEOFORMANS DETECCION ANTIGENO,3392,imalab fonasa 3
305097,CUANTIFICACION DE CELULAS PROGENITORAS HEMATOPOYETICAS CD34,82680,imalab fonasa 3
306543,CUANTIFICACION LAV. BRONCO ALVEOLAR,17190,imalab fonasa 3
309011,CUERPOS CETONICOS ORINA,2622,imalab fonasa 3
306100,CULTIVO ACELERADO PARA MICOBACTERIAS,62473,imalab fonasa 3
306008,CULTIVO AEROBIO AUTOMATIZADO,5950,imalab fonasa 3
306012,CULTIVO ANAEROBIO AUTOMATIZADO,14540,imalab fonasa 3
306014,CULTIVO CAMPYLOBACTER,20464,imalab fonasa 3
306008,CULTIVO CORRIENTE,5950,imalab fonasa 3
306008,CULTIVO CUANTITATIVO,5950,imalab fonasa 3
306008,CULTIVO CUANTITATIVO (LBA),5950,imalab fonasa 3
308044,CULTIVO DE FLUJO VAGINAL,12780,imalab fonasa 3
306017,CULTIVO DE HONGOS,4420,imalab fonasa 3
306018,CULTIVO DE KOCH,7520,imalab fonasa 3
306101,CULTIVO DE LÍQUIDO DE CAVIDADES ESTÉRILES,22160,imalab fonasa 3
306022,CULTIVO DE MYCOBACTERIA TIPIFICACION DE,10130,imalab fonasa 3
306016,CULTIVO DE NEISSERIA GONORRHOEAE (GONOCOCO),4860,imalab fonasa 3
306023,CULTIVO MYCOPLASMA Y UREAPLASMA,10352,imalab fonasa 3
308044,CULTIVO ORINA PRIMERA MICCION,12780,imalab fonasa 3
306012,CULTIVO PARA ANAEROBIOS,14540,imalab fonasa 3
306117,CULTIVO PARA DERMATOFITOS,4990,imalab fonasa 3
306019,CULTIVO PARA LEGIONELLA,10130,imalab fonasa 3
306017,CULTIVO PARA LEVADURAS,4420,imalab fonasa 3
306014,CULTIVO PARA VIBRIO,8720,imalab fonasa 3
306014,CULTIVO PARA YERSINIA,8720,imalab fonasa 3
306008,CULTIVO RESPIRATORIO,5950,imalab fonasa 3
306008,CULTIVO VIGILANCIA ENTEROCOCO (ERV),5950,imalab fonasa 3
306008,CULTIVO VIGILANCIA KPC,5950,imalab fonasa 3
303031,CURVA DE INSULINA,22660,imalab fonasa 3
303008,DEHIDROEPIANDROSTERONA SULFATO (DHEAS),11440,imalab fonasa 3
302031,DESHIDROGENASA LACTICA TOTAL (LDH) CON SEP. DE ISOENZIMAS,10784,imalab fonasa 3
306033,DETECCIÓN DE ANTICUERPOS IgG ANTI BRUCELLA ABORTUS/MELLITENSIS/SUIS,3408,imalab fonasa 3
702207,DETECCIÓN DE ANTICUERPOS IRREGULARES ERITROCITARIOS,4090,imalab fonasa 3
305096,DETECCION DE ENFERMEDAD RESIDUAL MINIMA,1136876,imalab fonasa 3
306170,DETECCIÓN DE ROTAVIRUS,8400,imalab fonasa 3
305012,Determinación Complemento C3,7680,imalab fonasa 3
305012,Determinación Complemento C4,7680,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Adenovirus,16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Citomegalovirus,16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Epstein Barr (VCA),16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Herpes 1,11200,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Herpes 2,11200,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Parotiditis,92800,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Rubeola,16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Sarampión,16800,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgG): Varicella Zoster,59200,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Adenovirus,16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Citomegalovirus,16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Epstein Barr (VCA),16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Herpes 1,11200,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Herpes 2,11200,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Influenza A,10240,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Influenza B,10240,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Parainfluenza 1,10240,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Parainfluenza 2,10240,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Parainfluenza 3,10240,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Parotiditis,92800,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Rubeola,16000,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Sarampión,16800,imalab fonasa 3
306069,Determinación de anticuerpos virales (IgM): Varicella Zoster,59200,imalab fonasa 3
306112,DETERMINACIÓN DE ANTICUERPOS Y ANTÍGENOS V.I.H.,7430,imalab fonasa 3
P309801,DETERMINACIÓN DE ZINC EN ORINA,78400,imalab fonasa 3
P302801,DETERMINACIÓN DE ZINC SÉRICO,78400,imalab fonasa 3
306049,DIAGNOSTICO DE PARASITOSEN JUGO DUODENAL Y/O BILIS.,4660,imalab fonasa 3
304007,Diagnóstico Genético Molecular: Displasia Tanatofórica tipo I y II,62880,imalab fonasa 3
301095,DIMERO-D,19650,imalab fonasa 3
306004,DIRECTO DE HONGOS,2460,imalab fonasa 3
306539,E. COLI ENTEROPATOGENO,12669,imalab fonasa 3
308007,ELASTASA FECAL CUANTITATIVA,141883,imalab fonasa 3
VCEFHBG,ELECTROFORESIS DE HEMOGLOBINA,51200,imalab fonasa 3
302061,ELECTROFORESIS DE PROTEINAS,10320,imalab fonasa 3
308520,ELECTROFORESIS DE PROTEINAS EN ORINA 24 HRS,25208,imalab fonasa 3
309012,ELECTROLITOS ORINA 24 HRS,2590,imalab fonasa 3
309012,ELECTROLITOS ORINA AISLADA,2590,imalab fonasa 3
302032,ELECTROLITOS PLASMATICOS,2110,imalab fonasa 3
302032,ELECTROLITOS PLASMATICOS ARTERIALES,2110,imalab fonasa 3
302032,ELECTROLITOS PLASMATICOS VENOSOS,2110,imalab fonasa 3
302033,ENZIMA CONVERTIDORA DE ANGIOTENSINA I,108755,imalab fonasa 3
303009,ERITROPOYETINA,9632,imalab fonasa 3
305113,ESPECIFICIDAD DE ANTICUERPOS HLA  CON ANTÍGENOS INDIVIDUALES CLASE I  (LUMINEX),250460,imalab fonasa 3
305114,ESPECIFICIDAD DE ANTICUERPOS HLA  CON ANTÍGENOS INDIVIDUALES CLASE II (LUMINEX),295040,imalab fonasa 3
308029,"ESPERMIOGRAMA (FÍSICO Y MICROSCÓPICO, CON O SIN OBSERVACIÓN HASTA 24 HORAS)",7792,imalab fonasa 3
308029,"ESPERMIOGRAMA (FÍSICO Y MICROSCÓPICO, CON O SIN OBSERVACIÓN HASTA 24 HORAS)",7792,imalab fonasa 3
308047,ESTEATOCRITO,39486,imalab fonasa 3
303030,ESTRADIOL (17-BETA),8860,imalab fonasa 3
P303010,ESTRIOL,9600,imalab fonasa 3
P303011,ESTRONA,16000,imalab fonasa 3
304009,Estudio de deleciones y duplicaciones por MLPA (1 o varios genes),176448,imalab fonasa 3
306052,ESTUDIO DE GUSANOS MACROSCOPICOS,2880,imalab fonasa 3
301094,ESTUDIO DE HEMOGLOBINURIA PAROXISTICA NOCTURNA,275846,imalab fonasa 3
305106,ESTUDIO INMUNOLÓGICO DE DIABETES,175408,imalab fonasa 3
304010,ESTUDIO MLPA MÁS METILACION O SEGUNDO SET DE SONDAS (UNO O VARIOS GENES),208400,imalab fonasa 3
305115,ESTUDIO RECEPTOR TRASPLANTADO CON DONANTE CADÁVER,474600,imalab fonasa 3
301020,EUGLOBULINAS TIEMPO DE LISIS DE,2688,imalab fonasa 3
306004,EXAMEN DIRECTO AL FRESCO,2460,imalab fonasa 3
306004,EXAMEN DIRECTO AL FRESCO DE HONGOS,2460,imalab fonasa 3
P301059,Factor II protrombina 20210 G>A (mutación gen protrombina),112000,imalab fonasa 3
305020,FACTOR REUMATOIDEO Elisa,7550,imalab fonasa 3
301024,FACTOR V,106765,imalab fonasa 3
P301024,"FACTOR V LEIDEN, MUTACION",118400,imalab fonasa 3
301089,FACTOR VON WILLEBRAND (FACTOR FVW AG.),107041,imalab fonasa 3
301025,FACTOR-IX,105600,imalab fonasa 3
301025,FACTOR-VII,105600,imalab fonasa 3
301025,FACTOR-VIII,105600,imalab fonasa 3
301025,FACTOR-X,105600,imalab fonasa 3
301025,FACTOR-XI,105600,imalab fonasa 3
301025,FACTOR-XII,105600,imalab fonasa 3
301025,FACTOR-XIII,377600,imalab fonasa 3
P306061,"Fasciola Hepática, Anticuerpos IgG por FASCIOLA HEPÁTICA DIAGNÓSTICO SEROLÓGICO",24000,imalab fonasa 3
P306061,"Fasciola Hepática, Anticuerpos IgM por FASCIOLA HEPÁTICA DIAGNÓSTICO SEROLÓGICO",24000,imalab fonasa 3
302036,FENILALANINA,4256,imalab fonasa 3
302082,FENILALANINA CUANTITATIVA EN GSS,14060,imalab fonasa 3
302036,FENILALANINA PKU,4256,imalab fonasa 3
302035,FENITOINA,10256,imalab fonasa 3
302035,FENOBARBITAL,10256,imalab fonasa 3
301026,FERRITINA,9870,imalab fonasa 3
301021,FIBRINOGENO,4190,imalab fonasa 3
301028,FIERRO SERICO,3490,imalab fonasa 3
304015,"FISH EN FROTIS FRESCOS DE MÉDULA ÓSEA, SANGRE, CONCENTRADO DE CÉLULAS",300990,imalab fonasa 3
304006,FISH EN METAFASES. BUSQUEDA DE UNA ALTERACION CONSTITUCIONAL CON 1 SONDA,143100,imalab fonasa 3
308014,FISICO QUIMICO  LIQUIDO PLEURAL,4610,imalab fonasa 3
308014,FISICO QUIMICO LCR,4610,imalab fonasa 3
308014,FISICO QUIMICO LIQUIDO,4610,imalab fonasa 3
308014,FISICO QUIMICO LIQUIDO ASCITICO,4610,imalab fonasa 3
308014,FISICO QUIMICO LIQUIDO DE DRENAJE,4610,imalab fonasa 3
308014,FISICO QUIMICO LIQUIDO PERICARDICO,4610,imalab fonasa 3
308014,FISICO QUIMICO LIQUIDO SINOVIAL (LIQ. ARTICULAR),4610,imalab fonasa 3
308030,FOSFATASA ACIDA PROSTATICA,5248,imalab fonasa 3
302039,FOSFATASAS ALC. CON SEP. DE ISO. HEPINTESTINAL,10384,imalab fonasa 3
302040,FOSFATASAS ALCALINAS,2100,imalab fonasa 3
308036,FOSFATIDIL GLICEROL Y/O FOSFATIDIL INOSITOL,12930,imalab fonasa 3
302042,FOSFORO,3010,imalab fonasa 3
309015,FOSFORO EN ORINA,3360,imalab fonasa 3
309015,FOSFORO EN ORINA 24 HRS,3360,imalab fonasa 3
302043,GALACTOSA,1460,imalab fonasa 3
302045,GAMMA GLUTAMILTRANSPEPTIDASA (GGT),3680,imalab fonasa 3
302046,GASES ARTERIALES,6430,imalab fonasa 3
302046,GASES DE CORDON,6430,imalab fonasa 3
302046,GASES MIXTOS,6430,imalab fonasa 3
302046,GASES VENOSOS,6430,imalab fonasa 3
303012,GASTRINA,13102,imalab fonasa 3
306182,GENEXPERT MTB/RIF,0,imalab fonasa 3
302047,GLICEMIA 120 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 150 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 180 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 210 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 240 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 30 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 300 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 60 MINUTOS POST CARGA,2050,imalab fonasa 3
302047,GLICEMIA 90 MINUTOS POST CARGA,2050,imalab fonasa 3
309016,GLUCOSA EN ORINA,2290,imalab fonasa 3
309016,GLUCOSA EN ORINA 24 HRS,2290,imalab fonasa 3
302047,GLUCOSA EN SANGRE,2050,imalab fonasa 3
302047,GLUCOSA POST PRANDIAL,2050,imalab fonasa 3
301017,GLUCOSA-6-FOSFATO DESHIDROGENASA EN ERITROCITOS,54244,imalab fonasa 3
309016,GLUCOSURIA 12 HRS,2290,imalab fonasa 3
303014,"GONADOTROFINA CORIONICA, SUB-UNIDAD BETA (Cuantificación)",8832,imalab fonasa 3
308003,GRASAS NEUTRAS EN DEPOSICION (SUDAN III),2523,imalab fonasa 3
702208,GRUPOS MENORES. TIPIFICACION O DETERMINACION DE OTROS SISTEMAS SANGUIN,4370,imalab fonasa 3
301034,GRUPOS SANGUINEOS AB0 Y RHO,4100,imalab fonasa 3
306121,"HANTA VIRUS, ANTICUERPOS IGM TEST RÁPIDO",69720,imalab fonasa 3
301035,HAPTOGLOBINA CUANTITATIVA,18327,imalab fonasa 3
301036,HEMATOCRITO,1260,imalab fonasa 3
306091,HEMOCULTIVO AEROBIO AUTOMATIZADO,29010,imalab fonasa 3
306091,HEMOCULTIVO AEROBIO AUTOMATIZADO [2],29010,imalab fonasa 3
306091,HEMOCULTIVO AEROBIO AUTOMATIZADO [3],29010,imalab fonasa 3
306091,HEMOCULTIVO AEROBIO AUTOMATIZADO [4],29010,imalab fonasa 3
306091,HEMOCULTIVO ANAEROBIO AUTOMATIZADO,29010,imalab fonasa 3
306091,HEMOCULTIVO ANAEROBIO AUTOMATIZADO [2],29010,imalab fonasa 3
306091,HEMOCULTIVO ANAEROBIO AUTOMATIZADO [3],29010,imalab fonasa 3
306091,HEMOCULTIVO ANAEROBIO AUTOMATIZADO [4],29010,imalab fonasa 3
306106,HEMOCULTIVO AUTOMATIZADO PARA HONGOS,21290,imalab fonasa 3
306093,HEMOCULTIVO PARA MICOBACTERIAS,30580,imalab fonasa 3
306091,HEMOCULTIVO PEDIATRICO [1],29010,imalab fonasa 3
306091,HEMOCULTIVO PEDIATRICO [2],29010,imalab fonasa 3
306091,HEMOCULTIVO PEDIATRICO [3],29010,imalab fonasa 3
301038,HEMOGLOBINA,1260,imalab fonasa 3
301041,HEMOGLOBINA GLICOSILADA HbA1C,7420,imalab fonasa 3
301042,HEMOGLOBINA PLASMATICA,1680,imalab fonasa 3
301044,"HEMOGLOBINA, ELECTROFORESIS DE (INCLUYE HB. TOTAL)",8688,imalab fonasa 3
309023,HEMOGLOBINURIA,2290,imalab fonasa 3
301045,HEMOGRAMA (VHS),5070,imalab fonasa 3
306054,HEMOPARASITOS DIAGNOSTICO POR TECNICA DE STROUT O SIMILAR EN HASTA 10,18160,imalab fonasa 3
308004,HEMORRAGIAS OCULTAS,1940,imalab fonasa 3
308004,HEMORRAGIAS OCULTAS 2,1940,imalab fonasa 3
308004,HEMORRAGIAS OCULTAS 3,1940,imalab fonasa 3
301048,HEMOSIDERINA,2000,imalab fonasa 3
309035,HEMOSIDERINA EN ORINA,2528,imalab fonasa 3
306074,HEPATITIS A ANTICUERPOS IGM,22549,imalab fonasa 3
306080,HEPATITIS B ANTICORE IGM,17221,imalab fonasa 3
306076,HEPATITIS B ANTICORE TOTAL ,17735,imalab fonasa 3
P308888,HEPATITIS B ANTI-HBs (AUSAB),136000,imalab fonasa 3
306084,"HEPATITIS B, CARGA VIRAL",212413,imalab fonasa 3
306081,HEPATITIS C (ANTI HCV),13730,imalab fonasa 3
306085,"HEPATITIS C, CARGA VIRAL",212413,imalab fonasa 3
306061,HIDATIDOSIS ANTICUERPOS IGG,9216,imalab fonasa 3
309017,HIDROXIPROLINA ORINA,7580,imalab fonasa 3
305116,HLA-AB TIPIFICACIÓN (BIOLOGÍA MOLECULAR),283872,imalab fonasa 3
305117,HLA-ABDR TIPIFICACIÓN  (BIOLOGÍA MOLECULAR),295040,imalab fonasa 3
305118,HLA-B27 TIPIFICACIÓN ,149040,imalab fonasa 3
